State,Year,Crop Name,Temperature Range,Yield (MT),Area (Ha)
Rajasthan,2004,Gram,14-43,2429398,611639
Rajasthan,2004,Maize,14-43,3095254,878649
Rajasthan,2004,Mustard,14-43,1585232,362824
Rajasthan,2004,Wheat,14-43,7336456,2749831
Rajasthan,2003,Bajra,14-43,3286905,4444165
Rajasthan,2003,Gram,14-43,2691995,644022
Rajasthan,2003,Maize,14-43,2904140,537913
Rajasthan,2003,Mustard,14-43,2058128,252188
Rajasthan,2003,Wheat,14-43,7434822,2789347
Rajasthan,2002,Bajra,14-43,3155908,4274207
Rajasthan,2002,Gram,14-43,3115301,546100
Rajasthan,2002,Maize,14-43,996375,817826
Rajasthan,2002,Mustard,14-43,933940,749326
Rajasthan,2002,Wheat,14-43,8374767,3115581
Rajasthan,2001,Bajra,14-43,2630305,3584079
Rajasthan,2001,Gram,14-43,3040244,636801
Rajasthan,2001,Maize,14-43,3337384,313434
Rajasthan,2001,Mustard,14-43,2566550,667775
Rajasthan,2001,Wheat,14-43,8315620,3091527
Rajasthan,2000,Bajra,14-43,2591454,3531124
Rajasthan,2000,Gram,14-43,834708,283083
Rajasthan,2000,Maize,14-43,2189888,440671
Rajasthan,2000,Mustard,14-43,1892214,810482
Rajasthan,2000,Wheat,14-43,7832718,2918004
Sikkim,2024,Cardamom,5-25,5044718,1372227
Sikkim,2024,Maize,5-25,7455784,1248538
Sikkim,2024,Rice,5-25,4052189,1087670
Sikkim,2024,Wheat,5-25,4365728,1703162
Sikkim,2023,Cardamom,5-25,4054317,1641540
Sikkim,2023,Maize,5-25,2958199,648347
Sikkim,2023,Rice,5-25,4257180,2847179
Sikkim,2023,Wheat,5-25,5670323,504895
Sikkim,2022,Cardamom,5-25,3204864,1885839
Sikkim,2022,Maize,5-25,2584340,515631
Sikkim,2022,Rice,5-25,6242794,546705
Sikkim,2022,Wheat,5-25,3263526,945224
Sikkim,2021,Cardamom,5-25,2311492,432519
Sikkim,2021,Maize,5-25,1753273,587403
Sikkim,2021,Rice,5-25,6044228,875808
Sikkim,2021,Wheat,5-25,3013487,1058344
Sikkim,2020,Cardamom,5-25,1290198,804462
Sikkim,2020,Maize,5-25,1679132,1472223
Sikkim,2020,Rice,5-25,5064663,1656853
Sikkim,2020,Wheat,5-25,3844564,2203591
Sikkim,2019,Cardamom,5-25,2299353,1302242
Sikkim,2019,Maize,5-25,3656257,806100
Sikkim,2019,Rice,5-25,3814702,1319018
Sikkim,2019,Wheat,5-25,1835726,556821
Sikkim,2018,Cardamom,5-25,1286425,858476
Sikkim,2018,Maize,5-25,4890645,1062734
Sikkim,2018,Rice,5-25,4606281,1558010
Sikkim,2018,Wheat,5-25,6301961,1499120
Sikkim,2017,Cardamom,5-25,4449413,1540942
Sikkim,2017,Maize,5-25,5246450,1687582
Sikkim,2017,Rice,5-25,2571712,858120
Sikkim,2017,Wheat,5-25,2794285,1406345
Sikkim,2016,Cardamom,5-25,4260073,958577
Sikkim,2016,Maize,5-25,2328688,594446
Sikkim,2016,Rice,5-25,695292,452639
Sikkim,2016,Wheat,5-25,4371280,840443
Sikkim,2015,Cardamom,5-25,2888195,1046132
Sikkim,2015,Maize,5-25,708122,786900
Sikkim,2015,Rice,5-25,3202623,1476817
Sikkim,2015,Wheat,5-25,1941721,1930061
Sikkim,2014,Cardamom,5-25,3501714,963130
Sikkim,2014,Maize,5-25,3101628,554578
Sikkim,2014,Rice,5-25,5538952,1452809
Sikkim,2014,Wheat,5-25,2182454,1621150
Sikkim,2013,Cardamom,5-25,3192925,1572135
Sikkim,2013,Maize,5-25,3007605,1643402
Sikkim,2013,Rice,5-25,4385907,1636927
Sikkim,2013,Wheat,5-25,2142977,1815339
Sikkim,2012,Cardamom,5-25,3813822,1506487
Sikkim,2012,Maize,5-25,1241623,687284
Sikkim,2012,Rice,5-25,2326900,1096733
Sikkim,2012,Wheat,5-25,1117459,1050910
Sikkim,2011,Cardamom,5-25,2950144,1339666
Sikkim,2011,Maize,5-25,3017118,1321951
Sikkim,2011,Rice,5-25,2301116,1051853
Sikkim,2011,Wheat,5-25,925109,402014
Sikkim,2010,Cardamom,5-25,1575241,995988
Sikkim,2010,Maize,5-25,2612867,1174681
Sikkim,2010,Rice,5-25,3747170,401602
Sikkim,2010,Wheat,5-25,1272635,627203
Sikkim,2009,Cardamom,5-25,2622873,523958
Sikkim,2009,Maize,5-25,2673043,347530
Sikkim,2009,Rice,5-25,3781413,584206
Sikkim,2009,Wheat,5-25,1045543,501515
Sikkim,2008,Cardamom,5-25,3368535,1269709
Sikkim,2008,Maize,5-25,1587264,979553
Sikkim,2008,Rice,5-25,954495,1197185
Sikkim,2008,Wheat,5-25,3634882,1081338
Sikkim,2007,Cardamom,5-25,1713645,1075609
Sikkim,2007,Maize,5-25,3524904,1044005
Sikkim,2007,Rice,5-25,3417062,906185
Sikkim,2007,Wheat,5-25,1928757,658018
Sikkim,2006,Cardamom,5-25,2384401,446616
Sikkim,2006,Maize,5-25,1099720,454128
Sikkim,2006,Rice,5-25,2800668,989220
Sikkim,2006,Wheat,5-25,1577357,382848
Sikkim,2005,Cardamom,5-25,1268237,500973
Sikkim,2005,Maize,5-25,1319034,244875
Sikkim,2005,Rice,5-25,2931936,891953
Sikkim,2005,Wheat,5-25,1381381,1391598
Sikkim,2004,Cardamom,5-25,4033362,405305
Sikkim,2004,Maize,5-25,3036871,337887
Sikkim,2004,Rice,5-25,2708784,879531
Sikkim,2004,Wheat,5-25,3007185,1003898
Sikkim,2003,Cardamom,5-25,1613615,817149
Sikkim,2003,Maize,5-25,2916279,847543
Sikkim,2003,Rice,5-25,2254479,248204
Sikkim,2003,Wheat,5-25,2643238,541475
Sikkim,2002,Cardamom,5-25,3233325,448276
Sikkim,2002,Maize,5-25,1264890,428191
Sikkim,2002,Rice,5-25,3021594,869319
Sikkim,2002,Wheat,5-25,1584450,953640
Sikkim,2001,Cardamom,5-25,3076452,665600
Sikkim,2001,Maize,5-25,1970852,901020
Sikkim,2001,Rice,5-25,2107511,911178
Sikkim,2001,Wheat,5-25,1492541,332084
Sikkim,2000,Cardamom,5-25,2069382,565438
Sikkim,2000,Maize,5-25,2501749,563811
Sikkim,2000,Rice,5-25,2535485,714286
Sikkim,2000,Wheat,5-25,1448587,566830
Tamil Nadu,2024,Cotton,21-38,2369957,476918
Tamil Nadu,2024,Groundnut,21-38,2871706,1229232
Tamil Nadu,2024,Maize,21-38,1254488,1225972
Tamil Nadu,2024,Rice,21-38,13444725,4563980
Tamil Nadu,2024,Sugarcane,21-38,3358883,2331213
Tamil Nadu,2023,Cotton,21-38,4529698,1250181
Tamil Nadu,2023,Groundnut,21-38,1503141,1622297
Tamil Nadu,2023,Maize,21-38,5180350,1535570
Tamil Nadu,2023,Rice,21-38,12617557,4278638
Tamil Nadu,2023,Sugarcane,21-38,4895015,667518
Tamil Nadu,2022,Cotton,21-38,2287380,807489
Tamil Nadu,2022,Groundnut,21-38,689812,1395373
Tamil Nadu,2022,Maize,21-38,3791405,1094082
Tamil Nadu,2022,Rice,21-38,8196545,2772153
Tamil Nadu,2022,Sugarcane,21-38,3832684,1137501
Tamil Nadu,2021,Cotton,21-38,3970566,516712
Tamil Nadu,2021,Groundnut,21-38,2087142,1976941
Tamil Nadu,2021,Maize,21-38,2105707,1827303
Tamil Nadu,2021,Rice,21-38,12588610,4271824
Tamil Nadu,2021,Sugarcane,21-38,3756985,1906528
Tamil Nadu,2020,Cotton,21-38,3555250,1209832
Tamil Nadu,2020,Groundnut,21-38,2688030,1720780
Tamil Nadu,2020,Maize,21-38,1954716,1214323
Tamil Nadu,2020,Rice,21-38,9172129,3116663
Tamil Nadu,2020,Sugarcane,21-38,5154242,808408
Tamil Nadu,2019,Cotton,21-38,5119817,900672
Tamil Nadu,2019,Groundnut,21-38,5537936,964538
Tamil Nadu,2019,Maize,21-38,5421859,452856
Tamil Nadu,2019,Rice,21-38,8176958,2760787
Tamil Nadu,2019,Sugarcane,21-38,1475402,1478228
Tamil Nadu,2018,Cotton,21-38,4126841,1733078
Tamil Nadu,2018,Groundnut,21-38,2032999,877461
Tamil Nadu,2018,Maize,21-38,3511572,695256
Tamil Nadu,2018,Rice,21-38,11273122,3833975
Tamil Nadu,2018,Sugarcane,21-38,2305654,1123631
Tamil Nadu,2017,Cotton,21-38,4219371,1042886
Tamil Nadu,2017,Groundnut,21-38,666832,602042
Tamil Nadu,2017,Maize,21-38,3331233,230953
Tamil Nadu,2017,Rice,21-38,9196206,3129855
Tamil Nadu,2017,Sugarcane,21-38,881149,1485634
Tamil Nadu,2016,Cotton,21-38,1959874,820973
Tamil Nadu,2016,Groundnut,21-38,1539909,1441590
Tamil Nadu,2016,Maize,21-38,971112,672264
Tamil Nadu,2016,Rice,21-38,8113444,2755736
Tamil Nadu,2016,Sugarcane,21-38,4617832,302387
Tamil Nadu,2015,Cotton,21-38,5680106,1007456
Tamil Nadu,2015,Groundnut,21-38,2314283,521284
Tamil Nadu,2015,Maize,21-38,3279270,965522
Tamil Nadu,2015,Rice,21-38,7553092,2564521
Tamil Nadu,2015,Sugarcane,21-38,1750786,954074
Tamil Nadu,2014,Cotton,21-38,2762007,597169
Tamil Nadu,2014,Groundnut,21-38,3665245,457813
Tamil Nadu,2014,Maize,21-38,3853137,1020716
Tamil Nadu,2014,Rice,21-38,8894342,3003892
Tamil Nadu,2014,Sugarcane,21-38,3914143,1537071
Tamil Nadu,2013,Cotton,21-38,3254040,1316879
Tamil Nadu,2013,Groundnut,21-38,4453866,411468
Tamil Nadu,2013,Maize,21-38,3299293,892398
Tamil Nadu,2013,Rice,21-38,8477986,2865079
Tamil Nadu,2013,Sugarcane,21-38,1964511,660019
Tamil Nadu,2012,Cotton,21-38,3619734,428834
Tamil Nadu,2012,Groundnut,21-38,2763275,1248156
Tamil Nadu,2012,Maize,21-38,1487475,1192492
Tamil Nadu,2012,Rice,21-38,7249669,2464749
Tamil Nadu,2012,Sugarcane,21-38,2694130,624032
Tamil Nadu,2011,Cotton,21-38,3396697,1254528
Tamil Nadu,2011,Groundnut,21-38,3711487,1076399
Tamil Nadu,2011,Maize,21-38,3666172,1382707
Tamil Nadu,2011,Rice,21-38,8448513,2860834
Tamil Nadu,2011,Sugarcane,21-38,2520493,890832
Tamil Nadu,2010,Cotton,21-38,3932826,332770
Tamil Nadu,2010,Groundnut,21-38,2055531,528657
Tamil Nadu,2010,Maize,21-38,2418138,969645
Tamil Nadu,2010,Rice,21-38,8485606,2878401
Tamil Nadu,2010,Sugarcane,21-38,4272514,885293
Tamil Nadu,2009,Cotton,21-38,1892350,492929
Tamil Nadu,2009,Groundnut,21-38,4568523,297197
Tamil Nadu,2009,Maize,21-38,2909676,1513824
Tamil Nadu,2009,Rice,21-38,7226874,2459753
Tamil Nadu,2009,Sugarcane,21-38,1025139,378976
Tamil Nadu,2008,Cotton,21-38,1854693,392669
Tamil Nadu,2008,Groundnut,21-38,663252,1263023
Tamil Nadu,2008,Maize,21-38,2056247,277721
Tamil Nadu,2008,Rice,21-38,9160425,3088971
Tamil Nadu,2008,Sugarcane,21-38,1129245,1043051
Tamil Nadu,2007,Cotton,21-38,2942971,830507
Tamil Nadu,2007,Groundnut,21-38,3673842,448881
Tamil Nadu,2007,Maize,21-38,3933584,942973
Tamil Nadu,2007,Rice,21-38,8208056,2768025
Tamil Nadu,2007,Sugarcane,21-38,1094875,1143876
Tamil Nadu,2006,Cotton,21-38,1105815,232466
Tamil Nadu,2006,Groundnut,21-38,3322486,408023
Tamil Nadu,2006,Maize,21-38,1225802,1044181
Tamil Nadu,2006,Rice,21-38,6618320,2251102
Tamil Nadu,2006,Sugarcane,21-38,2656898,1151139
Tamil Nadu,2005,Cotton,21-38,682226,698048
Tamil Nadu,2005,Groundnut,21-38,1154531,1331513
Tamil Nadu,2005,Maize,21-38,1501958,1185344
Tamil Nadu,2005,Rice,21-38,7131248,2416220
Tamil Nadu,2005,Sugarcane,21-38,1697303,1060746
Tamil Nadu,2004,Cotton,21-38,3094465,1344880
Tamil Nadu,2004,Groundnut,21-38,2853284,950834
Tamil Nadu,2004,Maize,21-38,3800542,474382
Tamil Nadu,2004,Rice,21-38,6376325,2163887
Tamil Nadu,2004,Sugarcane,21-38,1220487,651828
Tamil Nadu,2003,Cotton,21-38,1107504,1161978
Tamil Nadu,2003,Groundnut,21-38,2283383,770843
Tamil Nadu,2003,Maize,21-38,2343362,916352
Tamil Nadu,2003,Rice,21-38,7207422,2435342
Tamil Nadu,2003,Sugarcane,21-38,2164265,341869
Tamil Nadu,2002,Cotton,21-38,3388550,910596
Tamil Nadu,2002,Groundnut,21-38,2157215,397840
Tamil Nadu,2002,Maize,21-38,2066120,1037259
Tamil Nadu,2002,Rice,21-38,5936350,2017672
Tamil Nadu,2002,Sugarcane,21-38,3355328,206228
Tamil Nadu,2001,Cotton,21-38,3221094,472167
Tamil Nadu,2001,Groundnut,21-38,3475620,270270
Tamil Nadu,2001,Maize,21-38,2084978,549935
Tamil Nadu,2001,Rice,21-38,6654182,2247422
Tamil Nadu,2001,Sugarcane,21-38,1373114,517801
Tamil Nadu,2000,Cotton,21-38,731063,556368
Tamil Nadu,2000,Groundnut,21-38,1696119,667036
Tamil Nadu,2000,Maize,21-38,3367404,309282
Tamil Nadu,2000,Rice,21-38,6131179,2077855
Tamil Nadu,2000,Sugarcane,21-38,2252165,1103540
Telangana,2024,Chilli,19-36,2898546,730165
Telangana,2024,Cotton,19-36,1787266,730762
Telangana,2024,Maize,19-36,3445438,503652
Telangana,2024,Rice,19-36,2964125,1671605
Telangana,2024,Turmeric,19-36,1093489,1025073
Telangana,2023,Chilli,19-36,3698412,493611
Telangana,2023,Cotton,19-36,3348239,803737
Telangana,2023,Maize,19-36,1622557,941159
Telangana,2023,Rice,19-36,1296889,1747336
Telangana,2023,Turmeric,19-36,2097690,1840754
Telangana,2022,Chilli,19-36,1349822,446027
Telangana,2022,Cotton,19-36,7645570,2365837
Telangana,2022,Maize,19-36,5067634,1469832
Telangana,2022,Rice,19-36,4144773,1557754
Telangana,2022,Turmeric,19-36,1093916,518344
Telangana,2021,Chilli,19-36,5151614,1201091
Telangana,2021,Cotton,19-36,652874,1389675
Telangana,2021,Maize,19-36,4280795,2018667
Telangana,2021,Rice,19-36,5585384,1104313
Telangana,2021,Turmeric,19-36,3905659,634109
Telangana,2020,Chilli,19-36,6975806,1028604
Telangana,2020,Cotton,19-36,5220820,1043835
Telangana,2020,Maize,19-36,4095879,2056403
Telangana,2020,Rice,19-36,1856157,664860
Telangana,2020,Turmeric,19-36,3936881,729593
Telangana,2019,Chilli,19-36,2566746,1145966
Telangana,2019,Cotton,19-36,1653095,2175437
Telangana,2019,Maize,19-36,4098810,1086107
Telangana,2019,Rice,19-36,1092872,987749
Telangana,2019,Turmeric,19-36,1705493,992517
Telangana,2018,Chilli,19-36,3319318,1334055
Telangana,2018,Cotton,19-36,4269797,807077
Telangana,2018,Maize,19-36,4083130,1536456
Telangana,2018,Rice,19-36,2979448,1695966
Telangana,2018,Turmeric,19-36,1702679,529222
Telangana,2017,Chilli,19-36,1335012,1843076
Telangana,2017,Cotton,19-36,4126505,912208
Telangana,2017,Maize,19-36,1947017,1344247
Telangana,2017,Rice,19-36,3875078,528863
Telangana,2017,Turmeric,19-36,3507959,1044971
Telangana,2016,Chilli,19-36,3882818,1885787
Telangana,2016,Cotton,19-36,6092554,1763737
Telangana,2016,Maize,19-36,3366843,1894668
Telangana,2016,Rice,19-36,996428,1342973
Telangana,2016,Turmeric,19-36,3326609,1532382
Telangana,2015,Chilli,19-36,1662085,1146010
Telangana,2015,Cotton,19-36,676321,1482512
Telangana,2015,Maize,19-36,1645290,1284009
Telangana,2015,Rice,19-36,1465143,940140
Telangana,2015,Turmeric,19-36,4463444,431026
Telangana,2014,Chilli,19-36,939424,997734
Telangana,2014,Cotton,19-36,2477340,1476390
Telangana,2014,Maize,19-36,2166923,326032
Telangana,2014,Rice,19-36,3031422,737863
Telangana,2014,Turmeric,19-36,2379569,1294121
Telangana,2013,Chilli,19-36,2589121,784719
Telangana,2013,Cotton,19-36,1235348,1386236
Telangana,2013,Maize,19-36,3002328,610384
Telangana,2013,Rice,19-36,4209323,332118
Telangana,2013,Turmeric,19-36,2158337,1507277
Telangana,2012,Chilli,19-36,2608932,613976
Telangana,2012,Cotton,19-36,1517409,1030139
Telangana,2012,Maize,19-36,3376156,424760
Telangana,2012,Rice,19-36,4644214,1648247
Telangana,2012,Turmeric,19-36,1703482,1381693
Telangana,2011,Chilli,19-36,3689583,1160617
Telangana,2011,Cotton,19-36,605258,1179134
Telangana,2011,Maize,19-36,2949770,579999
Telangana,2011,Rice,19-36,1897855,317103
Telangana,2011,Turmeric,19-36,3642952,681833
Telangana,2010,Chilli,19-36,1803601,631142
Telangana,2010,Cotton,19-36,2125958,444878
Telangana,2010,Maize,19-36,1013549,965665
Telangana,2010,Rice,19-36,3933303,702919
Telangana,2010,Turmeric,19-36,952638,732394
Telangana,2009,Chilli,19-36,2027856,664975
Telangana,2009,Cotton,19-36,3363783,501460
Telangana,2009,Maize,19-36,2874831,1185045
Telangana,2009,Rice,19-36,3869363,230459
Telangana,2009,Turmeric,19-36,3037206,1243971
Telangana,2008,Chilli,19-36,3532143,1369742
Telangana,2008,Cotton,19-36,1205483,690737
Telangana,2008,Maize,19-36,2923459,299993
Telangana,2008,Rice,19-36,878166,1047010
Telangana,2008,Turmeric,19-36,3608264,1210192
Telangana,2007,Chilli,19-36,752716,1094115
Telangana,2007,Cotton,19-36,1269723,243378
Telangana,2007,Maize,19-36,911077,310939
Telangana,2007,Rice,19-36,1260685,884291
Telangana,2007,Turmeric,19-36,724173,1295906
Telangana,2006,Chilli,19-36,992443,1074553
Telangana,2006,Cotton,19-36,2235819,579557
Telangana,2006,Maize,19-36,3931046,1207605
Telangana,2006,Rice,19-36,1542788,580625
Telangana,2006,Turmeric,19-36,709019,696634
Telangana,2005,Chilli,19-36,1185627,839507
Telangana,2005,Cotton,19-36,3998791,770775
Telangana,2005,Maize,19-36,1796436,1301118
Telangana,2005,Rice,19-36,3712540,406761
Telangana,2005,Turmeric,19-36,1692447,972493
Telangana,2004,Chilli,19-36,2471240,1141481
Telangana,2004,Cotton,19-36,1089080,962451
Telangana,2004,Maize,19-36,4186429,1333137
Telangana,2004,Rice,19-36,946599,1016742
Telangana,2004,Turmeric,19-36,2448653,1277987
Telangana,2003,Chilli,19-36,2854317,462458
Telangana,2003,Cotton,19-36,899810,634017
Telangana,2003,Maize,19-36,3138452,430647
Telangana,2003,Rice,19-36,786519,317534
Telangana,2003,Turmeric,19-36,3767574,272966
Telangana,2002,Chilli,19-36,2463493,908164
Telangana,2002,Cotton,19-36,2589145,281363
Telangana,2002,Maize,19-36,1919155,936859
Telangana,2002,Rice,19-36,3639644,1233251
Telangana,2002,Turmeric,19-36,1181661,1077718
Telangana,2001,Chilli,19-36,2249572,577986
Telangana,2001,Cotton,19-36,2233553,1198489
Telangana,2001,Maize,19-36,2372703,680093
Telangana,2001,Rice,19-36,2233503,1002308
Telangana,2001,Turmeric,19-36,2792261,418534
Telangana,2000,Chilli,19-36,1385510,657002
Telangana,2000,Cotton,19-36,2898710,626156
Telangana,2000,Maize,19-36,2549901,249667
Telangana,2000,Rice,19-36,872755,1132395
Telangana,2000,Turmeric,19-36,2829437,685563
Tripura,2024,Jute,16-32,2336055,1325970
Tripura,2024,Potato,16-32,1845292,2572517
Tripura,2024,Rice,16-32,2518099,1962632
Tripura,2024,Sugarcane,16-32,2435561,565951
Tripura,2023,Jute,16-32,1223606,1306370
Tripura,2023,Potato,16-32,2476597,1937332
Tripura,2023,Rice,16-32,7435551,2340178
Tripura,2023,Sugarcane,16-32,7293634,1099843
Tripura,2022,Jute,16-32,4640018,1128102
Tripura,2022,Potato,16-32,5334326,323021
Tripura,2022,Rice,16-32,1783718,1188910
Tripura,2022,Sugarcane,16-32,3717000,2407931
Tripura,2021,Jute,16-32,4292436,628103
Tripura,2021,Potato,16-32,6702061,1969448
Tripura,2021,Rice,16-32,1578263,442984
Tripura,2021,Sugarcane,16-32,4467710,2367742
Tripura,2020,Jute,16-32,5609901,572747
Tripura,2020,Potato,16-32,3538035,930880
Tripura,2020,Rice,16-32,4199185,691042
Tripura,2020,Sugarcane,16-32,3192924,704055
Tripura,2019,Jute,16-32,3796102,641397
Tripura,2019,Potato,16-32,839522,1667129
Tripura,2019,Rice,16-32,4249105,349619
Tripura,2019,Sugarcane,16-32,1166401,1766414
Tripura,2018,Jute,16-32,3935248,410113
Tripura,2018,Potato,16-32,1173187,2007019
Tripura,2018,Rice,16-32,2723870,295563
Tripura,2018,Sugarcane,16-32,765143,884730
Tripura,2017,Jute,16-32,2732502,420858
Tripura,2017,Potato,16-32,2991428,914160
Tripura,2017,Rice,16-32,5844272,791574
Tripura,2017,Sugarcane,16-32,2072305,1490725
Tripura,2016,Jute,16-32,3758097,1384762
Tripura,2016,Potato,16-32,1719513,1263113
Tripura,2016,Rice,16-32,3135030,342551
Tripura,2016,Sugarcane,16-32,1526745,1791231
Tripura,2015,Jute,16-32,2840194,383569
Tripura,2015,Potato,16-32,3788666,957295
Tripura,2015,Rice,16-32,6010835,1178137
Tripura,2015,Sugarcane,16-32,2068104,1385710
Tripura,2014,Jute,16-32,2911953,697026
Tripura,2014,Potato,16-32,2844691,1352670
Tripura,2014,Rice,16-32,2736212,716714
Tripura,2014,Sugarcane,16-32,1718699,813439
Tripura,2013,Jute,16-32,1451054,1337685
Tripura,2013,Potato,16-32,1098383,520933
Tripura,2013,Rice,16-32,3666413,378902
Tripura,2013,Sugarcane,16-32,2838552,1309853
Tripura,2012,Jute,16-32,3020229,1267627
Tripura,2012,Potato,16-32,3413988,1083982
Tripura,2012,Rice,16-32,3410380,496993
Tripura,2012,Sugarcane,16-32,3397180,516841
Tripura,2011,Jute,16-32,3614578,735864
Tripura,2011,Potato,16-32,2465379,1161878
Tripura,2011,Rice,16-32,5263459,1449773
Tripura,2011,Sugarcane,16-32,2490512,602823
Tripura,2010,Jute,16-32,3306344,746114
Tripura,2010,Potato,16-32,1994809,1208543
Tripura,2010,Rice,16-32,3987734,970870
Tripura,2010,Sugarcane,16-32,799882,616484
Tripura,2009,Jute,16-32,3987489,375973
Tripura,2009,Potato,16-32,2876083,1218560
Tripura,2009,Rice,16-32,831748,1290817
Tripura,2009,Sugarcane,16-32,3267644,1390328
Tripura,2008,Jute,16-32,599187,464440
Tripura,2008,Potato,16-32,2936735,544969
Tripura,2008,Rice,16-32,2979884,576060
Tripura,2008,Sugarcane,16-32,2659046,1285677
Tripura,2007,Jute,16-32,2841537,1007781
Tripura,2007,Potato,16-32,1968361,1211328
Tripura,2007,Rice,16-32,3394300,871368
Tripura,2007,Sugarcane,16-32,2173462,862935
Tripura,2006,Jute,16-32,2162942,442666
Tripura,2006,Potato,16-32,1944243,279798
Tripura,2006,Rice,16-32,3122055,1035265
Tripura,2006,Sugarcane,16-32,3219125,475595
Tripura,2005,Jute,16-32,1388926,585661
Tripura,2005,Potato,16-32,3192411,426561
Tripura,2005,Rice,16-32,1851265,762998
Tripura,2005,Sugarcane,16-32,1518623,876049
Tripura,2004,Jute,16-32,3253384,994921
Tripura,2004,Potato,16-32,1732271,758639
Tripura,2004,Rice,16-32,3348550,373656
Tripura,2004,Sugarcane,16-32,563360,1006737
Tripura,2003,Jute,16-32,1369897,1174902
Tripura,2003,Potato,16-32,1828591,257938
Tripura,2003,Rice,16-32,3599136,762401
Tripura,2003,Sugarcane,16-32,3267762,734794
Tripura,2002,Jute,16-32,2447999,479861
Tripura,2002,Potato,16-32,2807536,1063174
Tripura,2002,Rice,16-32,3167676,260860
Tripura,2002,Sugarcane,16-32,1042199,796094
Tripura,2001,Jute,16-32,3512526,947368
Tripura,2001,Potato,16-32,3227077,1028202
Tripura,2001,Rice,16-32,1058173,292523
Tripura,2001,Sugarcane,16-32,1208967,939355
Tripura,2000,Jute,16-32,981527,843610
Tripura,2000,Potato,16-32,1565968,620117
Tripura,2000,Rice,16-32,3447549,1037321
Tripura,2000,Sugarcane,16-32,2727232,397274
Uttar Pradesh,2024,Maize,12-38,5777600,1743701
Uttar Pradesh,2024,Potato,12-38,4682295,737118
Uttar Pradesh,2024,Rice,12-38,25197295,11020930
Uttar Pradesh,2024,Sugarcane,12-38,241364394,4045200
Uttar Pradesh,2024,Wheat,12-38,49910830,18671730
Uttar Pradesh,2023,Maize,12-38,3173830,547515
Uttar Pradesh,2023,Potato,12-38,1581552,1599766
Uttar Pradesh,2023,Rice,12-38,33149476,14445909
Uttar Pradesh,2023,Sugarcane,12-38,230524366,3861133
Uttar Pradesh,2023,Wheat,12-38,31746339,11929763
Uttar Pradesh,2022,Maize,12-38,3555863,616715
Uttar Pradesh,2022,Potato,12-38,3425732,643227
Uttar Pradesh,2022,Rice,12-38,16437028,7197520
Uttar Pradesh,2022,Sugarcane,12-38,206433917,3459270
Uttar Pradesh,2022,Wheat,12-38,35265177,13245855
Uttar Pradesh,2021,Maize,12-38,5214173,1549756
Uttar Pradesh,2021,Potato,12-38,3652109,1432282
Uttar Pradesh,2021,Rice,12-38,27461068,12016326
Uttar Pradesh,2021,Sugarcane,12-38,188940989,3168909
Uttar Pradesh,2021,Wheat,12-38,39668707,14951783
Uttar Pradesh,2020,Maize,12-38,2580746,1135523
Uttar Pradesh,2020,Potato,12-38,4426088,1822957
Uttar Pradesh,2020,Rice,12-38,17306904,7603956
Uttar Pradesh,2020,Sugarcane,12-38,191255861,3204115
Uttar Pradesh,2020,Wheat,12-38,32401502,12218880
Uttar Pradesh,2019,Maize,12-38,2660743,360777
Uttar Pradesh,2019,Potato,12-38,3895836,2130603
Uttar Pradesh,2019,Rice,12-38,20923352,9145202
Uttar Pradesh,2019,Sugarcane,12-38,272990585,4568452
Uttar Pradesh,2019,Wheat,12-38,32982865,12448899
Uttar Pradesh,2018,Maize,12-38,1157596,1542580
Uttar Pradesh,2018,Potato,12-38,2336480,697039
Uttar Pradesh,2018,Rice,12-38,21218662,9281085
Uttar Pradesh,2018,Sugarcane,12-38,194476370,3257472
Uttar Pradesh,2018,Wheat,12-38,47636127,17809499
Uttar Pradesh,2017,Maize,12-38,4807267,812693
Uttar Pradesh,2017,Potato,12-38,3709693,1665787
Uttar Pradesh,2017,Rice,12-38,24565038,10707825
Uttar Pradesh,2017,Sugarcane,12-38,184338292,3099471
Uttar Pradesh,2017,Wheat,12-38,37599864,14155821
Uttar Pradesh,2016,Maize,12-38,3453650,1134540
Uttar Pradesh,2016,Potato,12-38,1178157,495752
Uttar Pradesh,2016,Rice,12-38,22944253,10051102
Uttar Pradesh,2016,Sugarcane,12-38,172306147,2902103
Uttar Pradesh,2016,Wheat,12-38,46780673,17512792
Uttar Pradesh,2015,Maize,12-38,3379938,1764837
Uttar Pradesh,2015,Potato,12-38,1256834,326175
Uttar Pradesh,2015,Rice,12-38,22323006,9725322
Uttar Pradesh,2015,Sugarcane,12-38,160471281,2710647
Uttar Pradesh,2015,Wheat,12-38,36519945,13722060
Uttar Pradesh,2014,Maize,12-38,4792695,337717
Uttar Pradesh,2014,Potato,12-38,850543,1136010
Uttar Pradesh,2014,Rice,12-38,18793616,8243621
Uttar Pradesh,2014,Sugarcane,12-38,181181425,3056250
Uttar Pradesh,2014,Wheat,12-38,27521628,10359784
Uttar Pradesh,2013,Maize,12-38,5539594,1848651
Uttar Pradesh,2013,Potato,12-38,4697199,1703097
Uttar Pradesh,2013,Rice,12-38,15712302,6907883
Uttar Pradesh,2013,Sugarcane,12-38,199960388,3361422
Uttar Pradesh,2013,Wheat,12-38,35368387,13328760
Uttar Pradesh,2012,Maize,12-38,3297493,494424
